tanggal,isu,tonality,berita_jakarta,link/page
2020-03-12,"Cegah Penularan Virus Corona CFD Dihentikan Dua Pekan
",NETRAL,,
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Tekan Penyebaran COVID-19 Sejumlah Perusahaan dan Instansi Terapkan Kebijakan Kerja dari Rumah
",https://www.beritajakarta.id/read/78037/tekan-penyebaran-covid-19-sejumlah-perusahaan-dan-instansi-terapkan-kebijakan-kerja-dari-rumah#.XnIxSdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Gedung Balai Kota Disemprot Cairan Disinfektan
",https://www.beritajakarta.id/read/78033/gedung-balai-kota-disemprot-cairan-disinfektan#.XnIxX9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Kantor Kelurahan Lubang Buaya Antisipasi Penyebaran COVID-19
",https://www.beritajakarta.id/read/78022/kantor-kelurahan-lubang-buaya-antisipasi-penyebaran-covid-19#.XnIxU9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Datangi BNPB Anies Perkuat Koordinasi Pemerintah Pusat dan Daerah untuk Tangani COVID-19
",https://www.beritajakarta.id/read/78032/datangi-bnpb-anies-perkuat-koordinasi-pemerintah-pusat-dan-daerah-untuk-tangani-covid-19#.XnIxV9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Kantor Kecamatan Pancoran Disemprot Cairan Disinfektan
",https://www.beritajakarta.id/read/78027/kantor-kecamatan-pancoran-disemprot-cairan-disinfektan#.XnIxY9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"JPS Apresiasi Pemberian Insentif Tenaga Medis Tangani COVID-19
",https://www.beritajakarta.id/read/78017/jps-apresiasi-pemberian-insentif-tenaga-medis-tangani-covid-19#.XnIxatIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Masjid di Duri Kepa Disemprot Disinfektan?
",https://www.beritajakarta.id/read/78018/masjid-di-duri-kepa-disemprot-disinfektan#.XnIxbtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Kelurahan Galur Pasang Belasan Spanduk Sosialisasi Pencegahan Corona
",https://www.beritajakarta.id/read/78012/kelurahan-galur-pasang-belasan-spanduk-sosialisasi-pencegahan-corona#.XnIxfdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Sesuai Keppres Nomor 7 Tahun 2020 Anies Bentuk Gugus Tugas Percepatan Penanganan COVID-19 DKI Jakarta
",https://www.beritajakarta.id/read/78002/sesuai-keppres-nomor-7-tahun-2020-anies-bentuk-gugus-tugas-percepatan-penanganan-covid-19-dki-jakarta#.XnIzrNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Dukung Pembelajaran dari Rumah Disdik DKI Jakarta Berkolaborasi dengan Komunitas Penggerak Pendidikan
",https://www.beritajakarta.id/read/78001/dukung-pembelajaran-dari-rumah-disdik-dki-jakarta-berkolaborasi-dengan-komunitas-penggerak-pendidikan#.XnIzqNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"12 Kapal Dinas Pemkab Disemprot Cairan Disinfektan
",https://www.beritajakarta.id/read/77980/12-kapal-dinas-pemkab-disemprot-cairan-disinfektan#.XnIzpNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pembersihan Gedung SMAN 40 Ditarget Rampung Besok
",https://www.beritajakarta.id/read/77984/pembersihan-gedung-sman-40-ditarget-rampung-besok#.XnIzmdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,Fasilitas Umum di Kota Tua Disemprot Disinfektan,https://www.beritajakarta.id/read/77993/fasilitas-umum-di-kota-tua-disemprot-disinfektan#.XnIzk9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Sudinkes Jakut Terapkan Protokol Kesehatan Cegah COVID-19
",https://www.beritajakarta.id/read/77998/sudinkes-jakut-terapkan-protokol-kesehatan-cegah-covid-19#.XnIzoNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"10 Taman di Kalideres Disemprot Disinfektan 
",https://www.beritajakarta.id/read/77997/10-taman-di-kalideres-disemprot-disinfektan#.XnIzhtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Personel Satpol PP Jakpus Diimbau Waspadai Penularan Corona
",https://www.beritajakarta.id/read/77996/personel-satpol-pp-jakpus-diimbau-waspadai-penularan-corona#.XnIzgtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Kelurahan Pulau Tidung Gandeng Karang Taruna Lakukan Disinfektanisasi
",https://www.beritajakarta.id/read/78008/kelurahan-pulau-tidung-gandeng-karang-taruna-lakukan-disinfektanisasi#.XnIzbdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Dinas PPKUKM-Perum Bulog Adakan Operasi Pasar
",https://www.beritajakarta.id/read/78011/dinas-ppkukm-perum-bulog-adakan-operasi-pasar#.XnIzX9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemkab Bentuk Gugus Tugas Penanganan COVID-19 di Kepulauan Seribu
",https://www.beritajakarta.id/read/78010/pemkab-bentuk-gugus-tugas-penanganan-covid-19-di-kepulauan-seribu#.XnIzStIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Cegah Corona PT Transjakarta Tak Layani Pembayaran Tunai
",https://www.beritajakarta.id/read/78007/cegah-corona-pt-transjakarta-tak-layani-pembayaran-tunai#.XnIzTNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Dinas Nakertrans dan Energi Fasilitasi Pelaporan Online Pencegahan COVID-19
",https://www.beritajakarta.id/read/78013/dinas-nakertrans-dan-energi-fasilitasi-pelaporan-online-pencegahan-covid-19#.XnIzPtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Bandara Halim Perdanakusuma Disemprot Disinfektan
",https://www.beritajakarta.id/read/78014/bandara-halim-perdanakusuma-disemprot-disinfektan#.XnIzhtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Gugus Tugas Percepatan Penanganan COVID-19 Jakut Dibentuk
",https://www.beritajakarta.id/read/78019/gugus-tugas-percepatan-penanganan-covid-19-jakut-dibentuk#.XnIzL9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Ini Antisipasi Perumda Pasar Jaya Cegah Penyebaran COVID-19
",https://www.beritajakarta.id/read/77966/ini-antisipasi-perumda-pasar-jaya-cegah-penyebaran-covid-19#.XnI2p9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Dinas Gulkarmat Intensifkan Desinfeksi dan Sosialisasi Pencegahan COVID-19
",https://www.beritajakarta.id/read/77967/dinas-gulkarmat-intensifkan-desinfeksi-dan-sosialisasi-pencegahan-covid-19#.XnI2qdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Terminal Rawamangun Disemprot Disinfektan
",https://www.beritajakarta.id/read/77968/terminal-rawamangun-disemprot-disinfektan#.XnI2mNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Areal SMKN 40 Jakarta Disemprot Disinfektan
",https://www.beritajakarta.id/read/77978/areal-smkn-40-jakarta-disemprot-disinfektan#.XnI2b9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Biro Umum DKI Tingkatkan Upaya Preventif Cegah COVID-19
",https://www.beritajakarta.id/read/77985/biro-umum-dki-tingkatkan-upaya-preventif-cegah-covid-19#.XnI2bNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"GOR Tanah Abang Disemprot Cairan Disinfektan
",https://www.beritajakarta.id/read/77983/gor-tanah-abang-disemprot-cairan-disinfektan#.XnI2YNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Terminal Kampung Rambutan Disemprot Disinfektan
",https://www.beritajakarta.id/read/77990/terminal-kampung-rambutan-disemprot-disinfektan#.XnI2YdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pengelola Rusun Marunda Terapkan Protokol Interaksi Warga
",https://www.beritajakarta.id/read/77992/pengelola-rusun-marunda-terapkan-protokol-interaksi-warga#.XnI2YNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Masjid dan RPTRA di Cipete Selatan Disemprot Disinfektan
",https://www.beritajakarta.id/read/77981/masjid-dan-rptra-di-cipete-selatan-disemprot-disinfektan#.XnI2T9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Kantor Koramil Pasar Minggu Disemprot Disinfektan
",https://www.beritajakarta.id/read/77988/kantor-koramil-pasar-minggu-disemprot-disinfektan#.XnI2T9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Kantor Wali Kota Jakut Rutin Dibersihkan dengan Cairan Disinfektan
",https://www.beritajakarta.id/read/77995/kantor-wali-kota-jakut-rutin-dibersihkan-dengan-cairan-disinfektan#.XnI2QNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Masjid Sunda Kelapa Dibersihkan dengan Cairan Disinfektan
",https://www.beritajakarta.id/read/77939/masjid-sunda-kelapa-dibersihkan-dengan-cairan-disinfektan#.XnI5wdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Petugas Gulkarmat Evakuasi Truk Terguling di Tol JORR
",https://www.beritajakarta.id/read/77938/petugas-gulkarmat-evakuasi-truk-terguling-di-tol-jorr#.XnI5ydIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Sarana dan Prasarana Umum di Pulau Tidung Disemprot Disinfektan
",https://www.beritajakarta.id/read/77932/sarana-dan-prasarana-umum-di-pulau-tidung-disemprot-disinfektan#.XnI53dIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"31 Kantor Sudin Gulkarmat Jaksel Disterilisasi dengan Disinfektan
",https://www.beritajakarta.id/read/77937/31-kantor-sudin-gulkarmat-jaksel-disterilisasi-dengan-disinfektan#.XnI50NIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"RPTRA Sungai Bambu Disemprot Cairan Disinfektan
",https://www.beritajakarta.id/read/77936/rptra-sungai-bambu-disemprot-cairan-disinfektan#.XnI51dIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Dinkes Siapkan RSK Duren Sawit Rawat Pasien PDP COVID-19
",https://www.beritajakarta.id/read/77931/dinkes-siapkan-rsk-duren-sawit-rawat-pasien-pdp-covid-19#.XnI53NIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Akses Keluar Masuk Kepulauan Seribu Diperketat
",https://www.beritajakarta.id/read/77930/akses-keluar-masuk-kepulauan-seribu-diperketat#.XnI54NIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Ini Kebijakan KPID Terkait COVID-19
",https://www.beritajakarta.id/read/77926/ini-kebijakan-kpid-terkait-covid-19#.XnI589IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Cegah Penyebaran COVID-19 Gedung DPRD DKI Dilengkapi Wastafel
",https://www.beritajakarta.id/read/77924/cegah-penyebaran-covid-19-gedung-dprd-dki-dilengkapi-wastafel#.XnI559IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Petugas Gabungan Semprot Disinfektan di Stasiun Jatinegara
",https://www.beritajakarta.id/read/77928/petugas-gabungan-semprot-disinfektan-di-stasiun-jatinegara#.XnI57dIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemprov DKI Atur Sistem Kerja Cegah Penularan COVID-19
",https://www.beritajakarta.id/read/77961/pemprov-dki-atur-sistem-kerja-cegah-penularan-covid-19#.XnI5DtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Sudin Gulkarmat Jaktim Semprotkan Disinfektan di Sembilan Lokasi
",https://www.beritajakarta.id/read/77957/sudin-gulkarmat-jaktim-semprotkan-disinfektan-di-sembilan-lokasi#.XnI5S9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Kantor PTSP di Jakpus Diminta Harus Bersih dan Steril
",https://www.beritajakarta.id/read/77955/kantor-ptsp-di-jakpus-diminta-harus-bersih-dan-steril#.XnI5FNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Intensitas Pembersihan di Kantor Wali Kota Jakbar Ditingkatkan
",https://www.beritajakarta.id/read/77959/intensitas-pembersihan-di-kantor-wali-kota-jakbar-ditingkatkan#.XnI5H9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"RPTRA Anggrek Bintaro Disemprot Cairan Disinfektan
",https://www.beritajakarta.id/read/77953/rptra-anggrek-bintaro-disemprot-cairan-disinfektan#.XnI5ItIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemohon Perizinan PTSP Disarankan Melalui Online
",https://www.beritajakarta.id/read/77950/pemohon-perizinan-ptsp-disarankan-melalui-online#.XnI5KtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pengunjung Lapas Narkotika Cipinang Disediakan Hand Sanitizer
",https://www.beritajakarta.id/read/77947/pengunjung-lapas-narkotika-cipinang-disediakan-hand-sanitizer#.XnI5eNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Petugas Gabungan Bersihkan GOR Kemakmuran dengan Disinfektan
",https://www.beritajakarta.id/read/77942/petugas-gabungan-bersihkan-gor-kemakmuran-dengan-disinfektan#.XnI5gtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"JIC Batalkan Sementara Kegiatan Libatkan Banyak Jemaah
",https://www.beritajakarta.id/read/77952/jic-batalkan-sementara-kegiatan-libatkan-banyak-jemaah#.XnI9R9IzbIV
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Dinas Nakertrans dan Energi Terbitkan Imbauan Berkerja dari Rumah
",https://www.beritajakarta.id/read/77933/dinas-nakertrans-dan-energi-terbitkan-imbauan-berkerja-dari-rumah#.XnI5pdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemkot Jaktim Tetap Terapkan Pemeriksaan Suhu Tubuh
",https://www.beritajakarta.id/read/77920/pemkot-jaktim-tetap-terapkan-pemeriksaan-suhu-tubuh#.XnI9YNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Tindaklanjuti Instruksi Gubernur Sudin Pendidikan Kepulauan Seribu Berlakukan Belajar Jarak Jauh
",https://www.beritajakarta.id/read/77907/tindaklanjuti-instruksi-gubernur-sudin-pendidikan-kepulauan-seribu-berlakukan-belajar-jarak-jauh#.XnI9adIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Tekan Penyebaran COVID-19 di Transportasi Umum Massal Pemprov DKI Cabut Sementara Kebijakan Ganjil-Genap
",https://www.beritajakarta.id/read/77916/tekan-penyebaran-covid-19-di-transportasi-umum-massal-pemprov-dki-cabut-sementara-kebijakan-ganjil-genap#.XnI9j9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Dorong Social Distancing Pemprov DKI Modifikasi Pelayanan Transportasi Umum Massal di Jakarta
",https://www.beritajakarta.id/read/77917/dorong-social-distancing-pemprov-dki-modifikasi-pelayanan-transportasi-umum-massal-di-jakarta#.XnI9bdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemprov DKI dan Forkompimda Sepakat Minimalkan Persebaran COVID-19 di Jakarta
",https://www.beritajakarta.id/read/77913/pemprov-dki-dan-forkompimda-sepakat-minimalkan-persebaran-covid-19-di-jakarta#.XnI9cNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Stok Beras di Jakarta Aman Hingga Enam Bulan ke Depan
",https://www.beritajakarta.id/read/77912/stok-beras-di-jakarta-aman-hingga-enam-bulan-ke-depan#.XnI9gdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemkab Gelar Aksi Bersih bersih Ruang Publik
",https://www.beritajakarta.id/read/77908/pemkab-gelar-aksi-bersih-bersih-ruang-publik#.XnI9fdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Kawasan Terminal dan Stasiun Tanjung Priok Disemprot Cairan Disinfektan
",https://www.beritajakarta.id/read/77909/kawasan-terminal-dan-stasiun-tanjung-priok-disemprot-cairan-disinfektan#.XnI9hNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Ini Tujuh Maklumat Bupati Terkait Pencegahan Penyebaran Virus Corona
",https://www.beritajakarta.id/read/77905/ini-tujuh-maklumat-bupati-terkait-pencegahan-penyebaran-virus-corona#.XnI_KdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemprov DKI Jakarta Meniadakan Kegiatan Belajar Mengajar di Sekolah Antisipasi Potensi Penyebaran COVID-19
",https://www.beritajakarta.id/read/77903/pemprov-dki-jakarta-meniadakan-kegiatan-belajar-mengajar-di-sekolah-antisipasi-potensi-penyebaran-covid-19#.XnI_MdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Sudin Gulkarmat Semprot Mapolres Jaktim dengan Disinfektan
",https://www.beritajakarta.id/read/77901/sudin-gulkarmat-semprot-mapolres-jaktim-dengan-disinfektan#.XnI_NNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Dukung Instruksi Anies Taman Impian Jaya Ancol Tutup Sementara
","Dukung Instruksi Anies Taman Impian Jaya Ancol Tutup Sementara
"
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Cegah Penyebaran COVID-19 Destinasi Wisata Milik Pemprov DKI Jakarta Ditutup Selama Dua Pekan
",https://www.beritajakarta.id/read/77891/cegah-penyebaran-covid-19-destinasi-wisata-milik-pemprov-dki-jakarta-ditutup-selama-dua-pekan#.XnI_VtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Percepat Pemeriksaan COVID-19 Pemprov DKI Jakarta Ajukan Laboratorium Pendamping Berstatus BSL 2+
",https://www.beritajakarta.id/read/77890/percepat-pemeriksaan-covid-19-pemprov-dki-jakarta-ajukan-laboratorium-pendamping-berstatus-bsl-2#.XnI_e9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Karyawan Perusahaan di Cilandak Disosialisasikan Pencegahan Corona
",https://www.beritajakarta.id/read/77877/karyawan-perusahaan-di-cilandak-disosialisasikan-pencegahan-corona#.XnI_XtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Seluruh Stasiun MRT Kini Dilengkapi Alat Pendeteksi Suhu Tubuh
",https://www.beritajakarta.id/read/77860/seluruh-stasiun-mrt-kini-dilengkapi-alat-pendeteksi-suhu-tubuh#.XnI_cdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Frekuensi Pencucian Bus Transjakarta Ditambah
",https://www.beritajakarta.id/read/77859/frekuensi-pencucian-bus-transjakarta-ditambah#.XnI_ctIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Masjid Attaqwa di Kebon Melati Dibersihkan dengan Disinfektan
",https://www.beritajakarta.id/read/77867/masjid-attaqwa-di-kebon-melati-dibersihkan-dengan-disinfektan#.XnI_fNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Cegah Penyakit Dinas KPKP Gelar Minum Jamu Bersama
",https://www.beritajakarta.id/read/77861/cegah-penyakit-dinas-kpkp-gelar-minum-jamu-bersama#.XnI_gtIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Orang Tua Siswa SDN 02 Sukapura Disosialisasi Pencegahan COVID-19
",https://www.beritajakarta.id/read/77862/orang-tua-siswa-sdn-02-sukapura-disosialisasi-pencegahan-covid-19#.XnI_idIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemprov DKI Jakarta Berkolaborasi dengan Unsur Masyarakat Tangani COVID-19
",https://www.beritajakarta.id/read/77854/pemprov-dki-jakarta-berkolaborasi-dengan-unsur-masyarakat-tangani-covid-19#.XnI_k9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Puluhan Pegawai Plaza Indonesia Diedukasi Pencegahan Virus Corona
",https://www.beritajakarta.id/read/77844/puluhan-pegawai-plaza-indonesia-diedukasi-pencegahan-virus-corona#.XnI_ntIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Puskesmas Gropet Gencarkan Sosialisasi Pencegahan Virus Corona
",https://www.beritajakarta.id/read/77841/puskesmas-gropet-gencarkan-sosialisasi-pencegahan-virus-corona#.XnI_rdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pengunjung Mall One Belpark Disosialisasikan Pencegahan Corona
",https://www.beritajakarta.id/read/77842/pengunjung-mall-one-belpark-disosialisasikan-pencegahan-corona#.XnI_stIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Karyawan PAM Jaya Disosialisasikan Pencegahan Virus Corona
",https://www.beritajakarta.id/read/77837/karyawan-pam-jaya-disosialisasikan-pencegahan-virus-corona#.XnI_89IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"MRT Fest dan MRT Run Ditunda
",https://www.beritajakarta.id/read/77828/mrt-fest-dan-mrt-run-ditunda#.XnI_v9IzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Langkah Pemprov DKI Tunda Formula E Diapresiasi Wakil Ketua DPRD
",https://www.beritajakarta.id/read/77830/langkah-pemprov-dki-tunda-formula-e-diapresiasi-wakil-ketua-dprd#.XnI_yNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Guru dan Kepala Sekolah di Makasar Diedukasi Pencegahan Virus Corona
",https://www.beritajakarta.id/read/77815/guru-dan-kepala-sekolah-di-makasar-diedukasi-pencegahan-virus-corona#.XnI_1NIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Bank DKI Dorong Masyarakat Lakukan Transaksi Non Tunai
",https://www.beritajakarta.id/read/77809/bank-dki-dorong-masyarakat-lakukan-transaksi-non-tunai#.XnI_4tIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Sosialisasi Pencegahan Corona Digelar di SDN Cipete Selatan
",https://www.beritajakarta.id/read/77816/sosialisasi-pencegahan-corona-digelar-di-sdn-cipete-selatan#.XnI_8tIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pedagang Plaza Kenari Mas Disosialisasikan Pencegahan Corona
",https://www.beritajakarta.id/read/77805/pedagang-plaza-kenari-mas-disosialisasikan-pencegahan-corona#.XnI_-NIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Ratusan Pelajar di Meruya Utara Diedukasi Antisipasi Penyebaran COVID-19
",https://www.beritajakarta.id/read/77802/ratusan-pelajar-di-meruya-utara-diedukasi-antisipasi-penyebaran-covid-19#.XnI__tIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Prioritaskan Keselamatan Masyarakat Pemprov DKI Bentuk Tim Review Perizinan untuk Menangkal Penyebaran COVID-19
",https://www.beritajakarta.id/read/77810/prioritaskan-keselamatan-masyarakat-pemprov-dki-bentuk-tim-review-perizinan-untuk-menangkal-penyebaran-covid-19#.XnJAFNIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemprov DKI Imbau Pegawai Isolasi Diri Jika Mengalami Gejala COVID-19 Tak Ada pemotongan Gaji dan TKD
",https://www.beritajakarta.id/read/77807/pemprov-dki-imbau-pegawai-isolasi-diri-jika-mengalami-gejala-covid-19-tak-ada-pemotongan-gaji-dan-tkd#.XnJAGdIzbIU
2020-03-13,Gubernur Anies Siapkan Simulasi Terburuk Penyebaran Virus Corona,NETRAL,"Pemprov DKI Jakarta Alokasikan Anggaran Belanja Tidak Terduga Untuk Pencegahan Penularan COVID-19
",https://www.beritajakarta.id/read/77791/pemprov-dki-jakarta-alokasikan-anggaran-belanja-tidak-terduga-untuk-pencegahan-penularan-covid-19#.XnJDkdIzbIU
